spelling	coltheart.N	OLD20	celex.frequency	celex.cd	celex.frequency.lemma	subtlex.frequency	subtlex.cd	subtlex.frequency.lemma	subtlex.frequency.million	subtlex.log10.frequency	subtlex.cd.percentage	subtlex.log10.cd	subtlex.dominant.pos	subtlex.dominant.pos.frequency	subtlex.dominant.pos.lemma	subtlex.dominant.pos.lemma.frequency	subtlex.all.pos	subtlex.all.pos.frequency	subtlex.all.pos.lemma.frequency	summed.monogram	summed.bigram	summed.trigram	stress	nchar	nsyl	celex.morphology	celex.flection	celex.synclass
abdij	1	2.25	173	48	198	101	30	104	2.3097	2.0086	0.3717	1.4914	N	90	abdij	93	.N.SPEC.	.90.11.	.93.11.	2022736	67103	2709	1	5	2	undetermined	singular	Noun
abdis	2	1.9	13	7	13	6	3	6	0.1372	0.8451	0.0372	0.6021	SPEC	6	abdis	6	.SPEC.	.6.	.6.	2182512	91726	2955	1	5	2	undetermined	singular	Noun
abel	2	1.4	126	47	134	222	53	222	5.0767	2.3483	0.6568	1.7324	SPEC	221	abel	221	.SPEC.N.	.221.1.	.221.1.	2357283	106117	10748	10	4	2	undetermined	positive	Adjective
abert	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2695151	216102	13886	NA	NA	NA	NA	NA	NA
abram	1	1.9	133	10	133	2	2	2	0.0457	0.4771	0.0248	0.4771	SPEC	2	abram	2	.SPEC.	.2.	.2.	2165644	68812	4397	NA	NA	NA	NA	NA	NA
abras	1	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2291334	98053	4295	NA	NA	NA	NA	NA	NA
abree	1	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3070404	179317	6155	NA	NA	NA	NA	NA	NA
abrupt	0	2.45	411	185	490	28	27	33	0.6403	1.4624	0.3346	1.4472	ADJ	28	abrupt	33	.ADJ.	.28.	.33.	2257178	79603	3129	1	6	2	undetermined	positive	Adjective
absald	0	2.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2345830	87577	4155	NA	NA	NA	NA	NA	NA
absent	1	1.9	9	7	18	12	11	13	0.2744	1.1139	0.1363	1.0792	N	8	absent	9	.N.WW.ADJ.	.8.3.1.	.9.3.1.	2914205	240953	15342	1	6	2	undetermined	positive	Adjective
absept	1	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2716795	89914	2929	NA	NA	NA	NA	NA	NA
abstract	0	2.5	270	127	872	66	53	109	1.5093	1.8261	0.6568	1.7324	ADJ	65	abstract	108	.ADJ.N.	.65.1.	.108.1.	2818825	169121	13387	1	8	2	undetermined	positive	Adjective
abstrelt	0	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3285907	232856	15165	NA	NA	NA	NA	NA	NA
absurd	0	2.75	341	178	599	431	352	509	9.8561	2.6355	4.3618	2.5478	ADJ	430	absurd	508	.ADJ.SPEC.	.430.1.	.508.1.	2304701	88769	5359	1	6	2	undetermined	positive	Adjective
abt	7	1.5	176	39	193	51	25	52	1.1663	1.716	0.3098	1.415	N	40	abt	41	.N.SPEC.	.40.11.	.41.11.	1823656	58872	472	1	3	1	monomorphemic	singular	Noun
abte	2	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2429482	162365	13080	NA	NA	NA	NA	NA	NA
abten	5	1.65	17	6	193	2	2	42	0.0457	0.4771	0.0248	0.4771	WW	1	abt	1	.WW.N.	.1.1.	.1.41.	2712396	316673	90303	10	5	2	monomorphemic	plural	Noun
accent	1	2.05	1145	317	1317	509	383	544	11.6398	2.7076	4.746	2.5843	N	509	accent	544	.N.	.509.	.544.	2782090	234827	12303	1	6	2	monomorphemic	singular	Noun
accu	0	2	47	25	56	173	116	206	3.9561	2.2405	1.4374	2.0682	N	167	accu	200	.N.SPEC.	.167.6.	.200.6.	1745126	34117	2058	10	4	2	undetermined	singular	Noun
accu's	0	2.75	9	9	56	33	20	200	0.7546	1.5315	0.2478	1.3222	N	33	accu	200	.N.	.33.	.200.	1948371	68426	3427	10	6	2	undetermined	plural	Noun
ach	3	1.6	2927	357	2927	3082	1900	3082	70.4789	3.489	23.544	3.279	TSW	2888	ach	2888	.TSW.BW.SPEC.	.2888.189.5.	.2888.189.5.	1667611	72038	10906	1	3	1	irrelevant.monomorphemic	headword.singular	Interjection.Noun
acht	1	1.4	4762	653	7454	4857	2735	5436	111.0694	3.6865	33.891	3.4371	TW	4283	acht	4557	.TW.WW.N.SPEC.	.4283.435.133.6.	.4557.740.133.6.	1898184	120121	26895	1	4	1	monomorphemic	headword.singular.singular 1p present.singular 2p present.singular 2p present inversed.singular 3p present	Noun.Numeral.Verb
achten	2	1.35	667	260	4120	159	135	5299	3.636	2.2041	1.6729	2.1335	TW	95	acht	4557	.TW.WW.SPEC.	.95.60.4.	.4557.738.4.	2786924	377922	118705	10	6	2	monomorphemic	infinitive.plural.plural present	Noun.Verb
achter	3	1.65	24248	698	24378	20719	6655	20719	473.8	4.3164	82.4659	3.8232	VZ	20712	achter	20712	.VZ.BW.	.20712.7.	.20712.7.	2769679	302897	66260	10	6	2	monomorphemic	headword	Adverb.Preposition
achterds	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3133279	341347	62148	NA	NA	NA	NA	NA	NA
achting	0	2.3	155	88	155	47	43	47	1.0748	1.6812	0.5328	1.6435	N	47	achting	47	.N.	.47.	.47.	2531223	198657	58324	10	7	2	complex	singular	Noun
achtjaan	1	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2684677	243047	37823	NA	NA	NA	NA	NA	NA
achts	0	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2099993	129422	26727	NA	NA	NA	NA	NA	NA
achtste	1	1.75	338	181	341	261	217	4642	5.9685	2.4183	2.689	2.3385	TW	258	acht	4637	.TW.ADJ.	.258.3.	.4637.5.	2936392	290615	62199	10	7	2	complex.undetermined	headword.positive.singular	Adjective.Noun.Numeral
achtte	1	1.7	788	261	4093	43	43	738	0.9833	1.6435	0.5328	1.6435	WW	43	achten	738	.WW.	.43.	.738.	2734583	231549	43836	10	6	2	monomorphemic	singular past	Verb
achtten	1	1.6	189	98	4093	12	12	738	0.2744	1.1139	0.1487	1.1139	WW	12	achten	738	.WW.	.12.	.738.	3017497	385857	121059	10	7	2	monomorphemic	plural past	Verb
achttien	0	2.45	766	293	766	469	357	497	10.725	2.6721	4.4238	2.5539	TW	463	achttien	490	.TW.N.SPEC.WW.	.463.3.2.1.	.490.4.2.1.	3243326	377397	107685	10	8	2	complex	headword	Numeral
acne	1	1.85	38	12	38	21	17	21	0.4802	1.3424	0.2107	1.2553	N	20	acne	20	.N.SPEC.	.20.1.	.20.1.	2485172	118372	2620	10	4	2	undetermined	singular	Noun
acnes	2	1.8	0	0	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2686981	110667	12210	10	5	2	undetermined	plural	Noun
acool	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2162622	85578	3713	NA	NA	NA	NA	NA	NA
act	7	1.35	125	66	139	332	211	353	7.5921	2.5224	2.6146	2.3263	N	297	act	318	.N.SPEC.	.297.35.	.318.35.	1827005	70099	3109	1	3	1	monomorphemic	singular	Noun
acteept	1	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3354734	189569	10429	NA	NA	NA	NA	NA	NA
acteur	2	1.8	424	123	760	918	443	1507	20.9927	2.9633	5.4895	2.6474	N	918	acteur	1507	.N.	.918.	.1507.	2780849	150030	8961	1	6	2	complex	singular	Noun
acteurs	1	2.4	336	100	760	574	319	1507	13.1262	2.7597	3.9529	2.5051	N	574	acteur	1507	.N.	.574.	.1507.	2982658	179204	17690	1	7	2	complex	plural	Noun
actie	0	1.75	2017	387	2695	1741	1177	2025	39.813	3.241	14.5849	3.0711	N	1735	actie	2019	.N.SPEC.TSW.	.1735.5.1.	.2019.5.1.	2658660	165132	18223	10	5	2	undetermined	singular	Noun
actief	1	1.9	1564	345	2622	425	361	584	9.7189	2.6294	4.4734	2.5587	ADJ	424	actief	583	.ADJ.WW.	.424.1.	.583.1.	2702900	109251	15851	1	6	2	complex.undetermined	positive.singular	Adjective.Noun
acties	1	1.8	668	202	2695	284	254	2019	6.4945	2.4548	3.1475	2.4065	N	284	actie	2019	.N.	.284.	.2019.	2860469	157427	26257	10	6	2	undetermined	plural	Noun
acts	3	1.8	14	11	139	21	17	318	0.4802	1.3424	0.2107	1.2553	N	21	act	318	.N.	.21.	.318.	2028814	79400	3929	1	4	1	monomorphemic	plural	Noun
acuut	0	2	150	68	536	25	24	94	0.5717	1.415	0.2974	1.3979	ADJ	21	acuut	87	.ADJ.N.	.21.4.	.87.7.	1991703	76090	2435	1	5	2	monomorphemic	positive	Adjective
ad	9	1.2	659	176	659	71	58	71	1.6236	1.8573	0.7187	1.7709	SPEC	71	ad	71	.SPEC.	.71.	.71.	1691878	57644	1579	1	2	1	monomorphemic	headword	Preposition
adam	4	1.6	811	133	811	1230	259	1230	28.1275	3.0903	3.2094	2.415	SPEC	1229	adam	1229	.SPEC.N.	.1229.1.	.1229.1.	1998770	47944	2017	NA	NA	NA	NA	NA	NA
adat	1	1.85	43	7	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2153224	86352	2808	10	4	2	undetermined	singular	Noun
adder	1	1.65	63	40	128	33	25	91	0.7546	1.5315	0.3098	1.415	N	26	adder	84	.N.SPEC.	.26.7.	.84.7.	2725164	250709	36677	10	5	2	monomorphemic	singular	Noun
adders	1	1.8	43	25	128	10	10	84	0.2287	1.0414	0.1239	1.0414	N	10	adder	84	.N.	.10.	.84.	2926973	279883	41654	10	6	2	monomorphemic	plural	Noun
adel	5	1.55	602	132	623	187	118	187	4.2763	2.2742	1.4622	2.0755	N	173	adel	173	.N.SPEC.	.173.14.	.173.14.	2456078	161099	13937	10	4	2	monomorphemic	singular.singular 1p present.singular 2p present inversed	Noun.Verb
adem	4	1.65	3674	434	5282	2324	1593	3872	53.145	3.3664	19.7398	3.2025	N	1957	adem	1957	.N.WW.SPEC.VNW.	.1957.361.5.1.	.1957.1909.5.1.	2373823	115412	5385	10	4	2	monomorphemic	singular.singular 1p present.singular 2p present inversed	Noun.Verb
adems	2	1.8	2	2	3676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2575632	146212	5326	10	5	2	monomorphemic	singular genitive	Noun
ademt	5	1.65	170	107	1606	480	391	1908	10.9766	2.6821	4.8451	2.5933	WW	480	ademen	1908	.WW.	.480.	.1908.	2604396	146629	5194	10	5	2	monomorphemic	singular 2p present.singular 3p present	Verb
aden	13	1	NA	NA	NA	13	7	13	0.2973	1.1461	0.0867	0.9031	SPEC	10	aden	10	.SPEC.WW.N.	.10.2.1.	.10.2.1.	2580618	322076	92719	NA	NA	NA	NA	NA	NA
ader	3	1.2	120	61	579	143	108	413	3.2701	2.1584	1.3383	2.0374	N	143	ader	413	.N.	.143.	.413.	2563373	247051	36292	10	4	2	monomorphemic	singular.singular 1p present.singular 2p present inversed	Noun.Verb
aders	4	1.35	91	58	558	78	71	413	1.7837	1.8976	0.8798	1.8573	N	78	ader	413	.N.	.78.	.413.	2765182	276225	41269	10	5	2	monomorphemic	plural	Noun
adgent	1	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935487	287074	25652	NA	NA	NA	NA	NA	NA
adhees	0	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3176518	142621	14974	NA	NA	NA	NA	NA	NA
adieu	0	1.95	75	41	75	74	40	74	1.6922	1.8751	0.4957	1.6128	N	50	adieu	50	.N.SPEC.ADJ.	.50.23.1.	.50.23.1.	2605882	86239	4812	1	5	2	irrelevant.undetermined	headword.singular	Interjection.Noun
adim	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1993826	50393	1824	NA	NA	NA	NA	NA	NA
adit	3	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2148280	95102	5602	NA	NA	NA	NA	NA	NA
adooi	0	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2325523	66921	6445	NA	NA	NA	NA	NA	NA
adrak	0	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2290269	77880	5399	NA	NA	NA	NA	NA	NA
adres	1	1.95	1771	360	2113	2509	1585	2704	57.3756	3.3997	19.6406	3.2003	N	2507	adres	2702	.N.WW.SPEC.	.2507.1.1.	.2702.1.1.	2765182	141731	13654	1	5	2	monomorphemic	singular	Noun
adries	1	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2991011	159597	19381	NA	NA	NA	NA	NA	NA
aduus	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2058385	72790	2084	NA	NA	NA	NA	NA	NA
advies	0	2.1	1572	333	2098	1453	1101	1528	33.2271	3.1626	13.6431	3.0422	N	1453	advies	1528	.N.	.1453.	.1528.	2787710	129649	14982	1	6	2	monomorphemic	singular	Noun
adwel	0	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2495194	105134	8178	NA	NA	NA	NA	NA	NA
adzie	1	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2552513	137460	7700	NA	NA	NA	NA	NA	NA
aeik	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2463691	49813	814	NA	NA	NA	NA	NA	NA
af	9	1	39022	788	39022	38143	7643	38143	872.2503	4.5814	94.7088	3.8833	VZ	38128	af	38128	.VZ.SPEC.N.	.38128.13.2.	.38128.13.2.	1574327	40296	11015	1	2	1	monomorphemic	headword.positive.singular	Adjective.Noun.Preposition
afbinst	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2578448	190294	25236	NA	NA	NA	NA	NA	NA
afbraak	2	1.8	215	101	215	19	19	19	0.4345	1.301	0.2354	1.301	N	19	afbraak	19	.N.	.19.	.19.	2466487	120272	17677	10	7	2	complex	singular	Noun
afbrenk	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2893681	247402	27947	NA	NA	NA	NA	NA	NA
afbreuk	1	1.95	203	120	203	12	12	12	0.2744	1.1139	0.1487	1.1139	N	12	afbreuk	12	.N.	.12.	.12.	2693116	107505	11455	10	7	2	complex	singular	Noun
afdak	9	1.5	89	50	143	2	2	5	0.0457	0.4771	0.0248	0.4771	N	2	afdak	5	.N.	.2.	.5.	2068840	59911	9394	10	5	2	complex	singular	Noun
afdoen	4	1.65	140	109	594	129	122	348	2.95	2.1139	1.5118	2.0899	WW	128	afdoen	347	.WW.SPEC.	.128.1.	.347.1.	2828766	291915	80789	10	6	2	complex	infinitive.plural present	Verb
afdrijk	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2371598	116207	25892	NA	NA	NA	NA	NA	NA
afdronk	2	1.9	87	11	87	6	6	6	0.1372	0.8451	0.0743	0.8451	N	6	afdronk	6	.N.	.6.	.6.	2590558	113314	14797	10	7	2	complex	singular.singular past	Noun.Verb
afdrook	3	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2511552	107127	13865	NA	NA	NA	NA	NA	NA
afdruk	1	1.85	186	104	711	258	169	471	5.8999	2.4133	2.0942	2.2304	N	257	afdruk	470	.N.SPEC.	.257.1.	.470.1.	2186085	65206	11101	10	6	2	complex	singular.singular 1p present	Noun.Verb
afes	1	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2381962	99754	18126	NA	NA	NA	NA	NA	NA
afgaan	2	1.85	198	127	475	372	326	781	8.5069	2.5717	4.0397	2.5145	WW	371	afgaan	773	.WW.N.	.371.1.	.773.8.	2443083	191020	22543	10	6	2	complex	infinitive.plural present	Verb
afgang	4	1.8	54	46	54	63	60	63	1.4407	1.8062	0.7435	1.7853	N	63	afgang	63	.N.	.63.	.63.	2336606	120501	22133	10	6	2	undetermined	singular	Noun
afgas	4	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2131205	85428	10352	NA	NA	NA	NA	NA	NA
afgrond	0	1.9	423	161	491	211	165	217	4.8251	2.3263	2.0446	2.2201	N	208	afgrond	214	.N.SPEC.	.208.3.	.214.3.	2612905	175120	36866	10	7	2	complex	singular	Noun
afgunst	1	2.05	262	138	262	68	59	68	1.555	1.8388	0.7311	1.7782	N	68	afgunst	68	.N.	.68.	.68.	2496268	148010	23664	10	7	2	complex	singular	Noun
afhoen	3	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2738154	293345	80836	NA	NA	NA	NA	NA	NA
afhoer	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2720909	218320	31133	NA	NA	NA	NA	NA	NA
afkeer	7	1.6	1029	339	1129	122	110	122	2.7899	2.0899	1.3631	2.0453	N	122	afkeer	122	.N.	.122.	.122.	3153597	245125	44467	10	6	2	complex.undetermined	singular.singular 1p present	Noun.Verb
afkomst	1	1.9	640	257	640	282	235	282	6.4487	2.4518	2.912	2.3729	N	281	afkomst	281	.N.SPEC.	.281.1.	.281.1.	2388685	149804	20076	10	7	2	complex	singular	Noun
afkoop	5	1.6	68	8	135	4	3	4	0.0915	0.699	0.0372	0.6021	N	3	afkoop	3	.N.WW.	.3.1.	.3.1.	2169596	89965	13605	10	6	2	complex	singular.singular 1p present	Noun.Verb
afloop	4	1.7	1054	366	2940	341	296	341	7.798	2.534	3.6679	2.4728	N	341	afloop	341	.N.	.341.	.341.	2226021	98672	15534	10	6	2	complex	singular.singular 1p present	Noun.Verb
afmoer	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2725849	212577	30739	NA	NA	NA	NA	NA	NA
afmorst	2	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2552405	178117	23792	NA	NA	NA	NA	NA	NA
afschef	2	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2563726	128409	37673	NA	NA	NA	NA	NA	NA
afscheid	0	1.95	2082	393	2286	1550	1119	1622	35.4452	3.1906	13.8662	3.0492	N	1548	afscheid	1548	.N.WW.	.1548.2.	.1548.74.	2907106	172789	51967	10	8	2	complex.undetermined	singular.singular 1p present	Noun.Verb
afschrift	2	1.85	137	42	185	26	26	63	0.5946	1.4314	0.3222	1.4314	N	26	afschrift	63	.N.	.26.	.63.	2679971	170721	36393	10	9	2	complex	singular	Noun
afschuw	3	1.85	396	198	396	71	55	71	1.6236	1.8573	0.6815	1.7482	N	68	afschuw	68	.N.ADJ.	.68.3.	.68.3.	2035125	110603	32770	10	7	2	undetermined	singular	Noun
afslag	2	1.8	77	48	79	245	196	245	5.6026	2.3909	2.4287	2.2945	N	245	afslag	245	.N.	.245.	.245.	2289579	90085	14139	10	6	2	complex	singular	Noun
afspraak	0	2.05	1518	363	2257	4264	2461	6212	97.5087	3.6299	30.4957	3.3913	N	4261	afspraak	6209	.N.WW.SPEC.	.4261.2.1.	.6209.2.1.	2690804	137894	21260	10	8	2	undetermined	singular	Noun
afstaan	4	1.75	194	134	389	106	96	151	2.424	2.0294	1.1896	1.9868	WW	106	afstaan	151	.WW.	.106.	.151.	2751169	256662	30493	10	7	2	undetermined	infinitive.plural present	Verb
afstand	1	1.85	4941	611	5358	1748	1282	1819	39.9731	3.2428	15.886	3.1082	N	1744	afstand	1815	.N.SPEC.	.1744.4.	.1815.4.	2682187	220942	40252	10	7	2	undetermined	singular	Noun
aftacht	3	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2403770	150524	34091	NA	NA	NA	NA	NA	NA
aftad	4	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2197464	88047	9447	NA	NA	NA	NA	NA	NA
aftijn	4	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2355676	172671	14030	NA	NA	NA	NA	NA	NA
aftocht	3	1.85	139	82	141	69	50	69	1.5779	1.8451	0.6196	1.7076	N	69	aftocht	69	.N.	.69.	.69.	2376905	143498	26974	10	7	2	complex	singular	Noun
afuun	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2021939	120128	7420	NA	NA	NA	NA	NA	NA
afval	2	1.8	638	181	953	544	366	544	12.4401	2.7364	4.5353	2.5647	N	544	afval	544	.N.	.544.	.544.	2025842	67327	10976	10	5	2	complex.undetermined	singular.singular 1p present	Noun.Verb
afvoer	1	1.9	92	57	366	105	85	111	2.4011	2.0253	1.0533	1.9345	N	105	afvoer	111	.N.	.105.	.111.	2712098	217367	31973	10	6	2	complex.undetermined	singular.singular 1p present.singular past	Noun.Verb
afwas	3	1.8	124	77	283	167	142	167	3.8189	2.2253	1.7596	2.1553	N	167	afwas	167	.N.	.167.	.167.	2046025	88166	9395	10	5	2	complex.undetermined	singular.singular 1p present	Noun.Verb
afweer	9	1.45	184	81	499	35	26	70	0.8004	1.5563	0.3222	1.4314	N	34	afweer	34	.N.WW.	.34.1.	.34.36.	3090764	232241	45570	10	6	2	complex.undetermined	singular.singular 1p present	Noun.Verb
afwers	4	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2686747	225641	35623	NA	NA	NA	NA	NA	NA
afzet	6	1.6	167	88	1081	53	52	1015	1.212	1.7324	0.6444	1.7243	N	39	afzet	39	.N.WW.	.39.14.	.39.976.	2439706	99414	10603	10	5	2	complex.undetermined	singular.singular 1p present.singular 2p present.singular 3p present	Noun.Verb
afzien	4	1.7	248	144	362	101	89	341	2.3097	2.0086	1.1029	1.9542	WW	101	afzien	341	.WW.	.101.	.341.	2717876	297941	83167	10	6	2	complex	infinitive.plural present	Verb
ag	10	1.05	NA	NA	NA	26	10	64	0.5946	1.4314	0.1239	1.0414	SPEC	20	ag	20	.SPEC.N.VZ.	.20.5.1.	.20.43.1.	1654383	44136	1175	NA	NA	NA	NA	NA	NA
agaat	0	1.8	25	7	32	1	1	1	0.0229	0.301	0.0124	0.301	N	1	agaat	1	.N.	.1.	.1.	2346502	124509	7029	1	5	2	undetermined	singular	Noun
agent	1	1.85	1465	222	1940	8159	2455	10899	186.5792	3.9117	30.4213	3.3902	N	7892	agent	10627	.N.SPEC.VG.WW.TSW.VZ.	.7892.256.4.4.2.1.	.10627.257.4.8.2.1.	2773696	286958	28080	1	5	2	complex	singular	Noun
aghu	0	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1807911	35723	327	NA	NA	NA	NA	NA	NA
aghu's	0	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2011156	70032	1695	NA	NA	NA	NA	NA	NA
agi	2	1.8	NA	NA	NA	1	1	1	0.0229	0.301	0.0124	0.301	SPEC	1	agi	1	.SPEC.	.1.	.1.	1880212	35316	543	NA	NA	NA	NA	NA	NA
ah	9	1.3	463	152	466	1350	635	1354	30.8717	3.1307	7.8686	2.8035	N	1299	ah	1303	.N.BW.TSW.SPEC.	.1299.35.15.1.	.1303.35.15.1.	1601266	22034	35	1	2	1	irrelevant.monomorphemic	headword.singular	Interjection.Noun
aha	2	1.75	283	114	283	331	274	331	7.5693	2.5211	3.3953	2.4393	SPEC	314	aha	314	.SPEC.N.	.314.17.	.314.17.	1832039	35116	67	1	3	2	irrelevant.monomorphemic	headword.singular	Interjection.Noun
ahs	6	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1803075	53822	35	NA	NA	NA	NA	NA	NA
ai	16	1	54	85	146	58	39	60	1.3263	1.7709	0.4833	1.6021	N	24	ai	26	.N.TSW.SPEC.	.24.23.11.	.26.23.11.	1755916	24938	179	1	2	1	irrelevant.monomorphemic	headword.singular	Interjection.Noun
aillan	0	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2586351	174274	9938	NA	NA	NA	NA	NA	NA
ain	14	1.1	4	4	4	2	2	2	0.0457	0.4771	0.0248	0.4771	SPEC	1	ain	1	.SPEC.VG.	.1.1.	.1.1.	2038830	143710	2684	NA	NA	NA	NA	NA	NA
air	4	1.5	246	126	250	120	77	127	2.7441	2.0828	0.9542	1.8921	SPEC	72	air	72	.SPEC.N.	.72.48.	.72.55.	2021585	51014	1021	1	3	1	monomorphemic	singular	Noun
airs	1	1.8	4	4	250	6	2	55	0.1372	0.8451	0.0248	0.4771	N	6	air	55	.N.	.6.	.55.	2223394	80188	10035	1	4	1	monomorphemic	plural	Noun
airtje	0	1.95	0	0	250	1	1	55	0.0229	0.301	0.0124	0.301	N	1	air	55	.N.	.1.	.55.	2900017	125052	11967	10	6	2	monomorphemic	singular diminutive	Noun
airtjes	1	1.9	0	0	250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3101826	117347	21981	10	7	2	monomorphemic	diminutive plural	Noun
aïs	5	1.7	46	47	46	2	2	2	0.0457	0.4771	0.0248	0.4771	N	2	aïs	2	.N.	.2.	.2.	1731897	53595	3	1	5	2	undetermined	singular	Noun
ajuin	1	1.95	11	8	11	6	5	9	0.1372	0.8451	0.062	0.7782	N	6	ajuin	9	.N.	.6.	.9.	2163212	163131	3343	1	5	2	undetermined	singular	Noun
ak	11	1	NA	NA	NA	16	14	17	0.3659	1.2304	0.1735	1.1761	SPEC	14	ak	14	.SPEC.N.	.14.2.	.14.3.	1632036	38124	1276	NA	NA	NA	NA	NA	NA
ake	5	1.15	NA	NA	NA	1	1	1	0.0229	0.301	0.0124	0.301	SPEC	1	ake	1	.SPEC.	.1.	.1.	2237862	125136	3605	NA	NA	NA	NA	NA	NA
aken	9	1	63	41	86	7	4	12	0.1601	0.9031	0.0496	0.699	SPEC	5	aken	5	.SPEC.N.	.5.2.	.5.7.	2520776	279444	84036	10	4	2	irrelevant.monomorphemic	plural.singular	Noun
akhums	0	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2063492	74433	1216	NA	NA	NA	NA	NA	NA
